Month_Start,Store ID,Product ID,Demand Forecast,Units Sold,Units Ordered,Price,Competitor Pricing,Discount,Inventory Level,Holiday/Promotion,Category,Region,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny,Lag_1_Demand,Lag_1_Ordered,Lag_2_Demand,Lag_2_Ordered,Lag_3_Demand,Lag_3_Ordered,Rolling_Mean_3M,Price_Diff_Percent,Month,Quarter,Month_Sin,Month_Cos,Store_ID_Enc,Product_ID_Enc,Category_Enc,Region_Enc
2022-04-01,S001,P0003,1514.67,1400,1202,64.125,63.11416666666667,10.0,186.83333333333331,8,Toys,South,3,2,2,5,2353.32,1489.0,2124.12,1323.0,1785.9,1494.0,2087.78,0.016015949932001488,4,2,0.8660254037844387,-0.4999999999999998,0,2,4,2
2022-05-01,S001,P0003,1352.52,1287,1313,63.40166666666666,62.5525,12.083333333333334,280.8333333333333,6,Toys,South,1,6,3,2,1514.67,1202.0,2353.32,1489.0,2124.12,1323.0,1997.3700000000001,0.013575263445372361,5,2,0.49999999999999994,-0.8660254037844387,0,2,4,2
2022-06-01,S001,P0003,1952.34,1896,1654,48.689166666666665,49.15083333333333,11.666666666666666,266.4166666666667,5,Toys,West,4,1,3,4,1352.52,1313.0,1514.67,1202.0,2353.32,1489.0,1740.17,-0.009392855326291505,6,2,1.2246467991473532e-16,-1.0,0,2,4,3
2022-07-01,S001,P0003,1452.17,1401,1394,52.90833333333333,53.310833333333335,9.166666666666666,238.41666666666663,5,Electronics,North,5,2,2,3,1952.34,1654.0,1352.52,1313.0,1514.67,1202.0,1606.51,-0.007550060181639193,7,3,-0.4999999999999997,-0.8660254037844388,0,2,1,1
2022-08-01,S001,P0003,1682.23,1616,1191,52.76833333333334,51.915,5.833333333333333,327.75,5,Electronics,East,3,4,2,3,1452.17,1394.0,1952.34,1654.0,1352.52,1313.0,1585.6766666666665,0.016437124787312702,8,3,-0.8660254037844385,-0.5000000000000004,0,2,1,0
2022-09-01,S001,P0003,1673.77,1608,1292,36.03333333333334,36.6825,7.083333333333333,249.0,5,Toys,East,0,2,3,7,1682.23,1191.0,1452.17,1394.0,1952.34,1654.0,1695.58,-0.017696903609804648,9,3,-1.0,-1.8369701987210297e-16,0,2,4,0
2022-10-01,S001,P0003,1515.3200000000002,1436,1264,45.98916666666667,45.2725,12.083333333333334,272.6666666666667,6,Groceries,West,2,5,3,2,1673.77,1292.0,1682.23,1191.0,1452.17,1394.0,1602.7233333333334,0.015830066081322404,10,4,-0.8660254037844386,0.5000000000000001,0,2,3,3
2022-11-01,S001,P0003,1707.18,1682,1422,46.45249999999999,45.54749999999999,10.833333333333334,291.0833333333333,3,Furniture,South,3,2,1,6,1515.3200000000002,1264.0,1673.77,1292.0,1682.23,1191.0,1623.7733333333333,0.01986936714419016,11,4,-0.5000000000000004,0.8660254037844384,0,2,2,2
2022-12-01,S001,P0003,2059.49,1952,1158,55.3325,55.835,10.416666666666666,229.5,4,Clothing,West,5,0,3,4,1707.18,1422.0,1515.3200000000002,1264.0,1673.77,1292.0,1632.0900000000001,-0.008999731351302906,12,4,-2.4492935982947064e-16,1.0,0,2,0,3
2023-01-01,S001,P0003,2031.79,1992,1320,39.7025,40.06166666666667,12.5,326.3333333333333,6,Clothing,North,3,2,6,1,2059.49,1158.0,1707.18,1422.0,1515.3200000000002,1264.0,1760.6633333333332,-0.008965345092981658,1,1,0.49999999999999994,0.8660254037844387,0,2,0,1
2023-02-01,S001,P0003,1438.74,1426,1502,66.83583333333333,66.89666666666666,9.583333333333334,262.5833333333333,9,Clothing,South,4,4,2,2,2031.79,1320.0,2059.49,1158.0,1707.18,1422.0,1932.82,-0.0009093626986895439,2,1,0.8660254037844386,0.5000000000000001,0,2,0,2
2023-03-01,S001,P0003,1755.49,1659,1434,56.25666666666667,57.50333333333333,12.083333333333334,204.66666666666663,4,Toys,North,3,2,4,3,1438.74,1502.0,2031.79,1320.0,2059.49,1158.0,1843.34,-0.021679902614341127,3,1,1.0,6.123233995736766e-17,0,2,4,1
2023-04-01,S001,P0003,1761.53,1709,1401,50.623333333333335,49.84666666666666,10.0,282.6666666666667,4,Electronics,East,4,1,3,4,1755.49,1434.0,1438.74,1502.0,2031.79,1320.0,1742.006666666667,0.015581115420623473,4,2,0.8660254037844387,-0.4999999999999998,0,2,1,0
2023-05-01,S001,P0003,1953.43,1857,1658,59.458333333333336,57.892500000000005,12.916666666666666,285.0833333333333,6,Toys,East,1,3,6,2,1761.53,1401.0,1755.49,1434.0,1438.74,1502.0,1651.92,0.027047257128873865,5,2,0.49999999999999994,-0.8660254037844387,0,2,4,0
2023-06-01,S001,P0003,2228.21,2198,1248,69.51833333333333,69.75833333333334,3.75,359.75,7,Clothing,East,5,1,3,3,1953.43,1658.0,1761.53,1401.0,1755.49,1434.0,1823.4833333333336,-0.0034404491697528476,6,2,1.2246467991473532e-16,-1.0,0,2,0,0
2023-07-01,S001,P0003,2007.25,1908,1341,57.1925,57.1525,13.333333333333334,265.9166666666667,6,Groceries,South,3,3,4,2,2228.21,1248.0,1953.43,1658.0,1761.53,1401.0,1981.0566666666666,0.0006998818949302156,7,3,-0.4999999999999997,-0.8660254037844388,0,2,3,2
2023-08-01,S001,P0003,2064.79,2045,1423,72.15583333333333,70.74583333333334,11.25,270.5833333333333,7,Electronics,North,3,5,3,1,2007.25,1341.0,2228.21,1248.0,1953.43,1658.0,2062.9633333333336,0.019930502385299437,8,3,-0.8660254037844385,-0.5000000000000004,0,2,1,1
2023-09-01,S001,P0003,2598.19,2475,1464,58.5525,58.9625,10.416666666666666,295.5833333333333,7,Groceries,South,2,5,2,3,2064.79,1423.0,2007.25,1341.0,2228.21,1248.0,2100.0833333333335,-0.0069535721857112,9,3,-1.0,-1.8369701987210297e-16,0,2,3,2
2023-10-01,S001,P0003,1357.27,1287,1347,57.06583333333333,57.89000000000001,11.25,272.6666666666667,7,Groceries,North,3,1,5,3,2598.19,1464.0,2064.79,1423.0,2007.25,1341.0,2223.41,-0.014236770887315205,10,4,-0.8660254037844386,0.5000000000000001,0,2,3,1
2023-11-01,S001,P0003,895.3199999999999,847,1414,48.86333333333334,48.17583333333334,11.666666666666666,256.5833333333333,4,Electronics,South,4,3,2,3,1357.27,1347.0,2598.19,1464.0,2064.79,1423.0,2006.75,0.014270640535538219,11,4,-0.5000000000000004,0.8660254037844384,0,2,1,2
2023-12-01,S001,P0003,1451.13,1410,1278,62.20166666666666,61.31,11.25,266.0,6,Groceries,West,4,2,2,4,895.3199999999999,1414.0,1357.27,1347.0,2598.19,1464.0,1616.9266666666665,0.014543576360571825,12,4,-2.4492935982947064e-16,1.0,0,2,3,3
2024-01-01,S001,P0003,76.85,64,191,21.94,25.07,5.0,69.0,0,Toys,East,0,0,1,0,1451.13,1278.0,895.3199999999999,1414.0,1357.27,1347.0,1234.5733333333335,-0.12485041882728357,1,1,0.49999999999999994,0.8660254037844387,0,2,4,0
2022-04-01,S001,P0004,1556.2,1491,1663,50.41833333333333,50.134166666666665,6.25,286.3333333333333,7,Electronics,North,4,2,1,5,2735.84,1103.0,1949.86,1230.0,1961.85,1636.0,2215.85,0.005668123867621828,4,2,0.8660254037844387,-0.4999999999999998,0,3,1,1
2022-05-01,S001,P0004,1198.9,1143,1362,64.34916666666666,64.51583333333333,10.0,239.66666666666663,7,Electronics,North,3,4,3,2,1556.2,1663.0,2735.84,1103.0,1949.86,1230.0,2080.6333333333337,-0.0025833451736654526,5,2,0.49999999999999994,-0.8660254037844387,0,3,1,1
2022-06-01,S001,P0004,1701.82,1670,1265,52.59916666666666,51.47416666666666,10.416666666666666,311.1666666666667,5,Furniture,West,1,4,4,3,1198.9,1362.0,1556.2,1663.0,2735.84,1103.0,1830.3133333333335,0.021855623370946594,6,2,1.2246467991473532e-16,-1.0,0,3,2,3
2022-07-01,S001,P0004,1357.42,1319,1418,58.05083333333334,58.13,8.333333333333334,237.16666666666663,5,Furniture,West,0,4,6,2,1701.82,1265.0,1198.9,1362.0,1556.2,1663.0,1485.64,-0.0013618900166293775,7,3,-0.4999999999999997,-0.8660254037844388,0,3,2,3
2022-08-01,S001,P0004,1611.12,1580,1511,60.4275,60.025,8.333333333333334,283.8333333333333,6,Toys,North,4,5,3,0,1357.42,1418.0,1701.82,1265.0,1198.9,1362.0,1419.38,0.0067055393586006404,8,3,-0.8660254037844385,-0.5000000000000004,0,3,4,1
2022-09-01,S001,P0004,1996.66,1931,1428,62.97666666666667,62.9125,9.583333333333334,346.3333333333333,6,Groceries,West,2,3,5,2,1611.12,1511.0,1357.42,1418.0,1701.82,1265.0,1556.7866666666666,0.0010199350950393824,9,3,-1.0,-1.8369701987210297e-16,0,3,3,3
2022-10-01,S001,P0004,1776.41,1706,1081,44.665,43.66416666666667,13.75,276.4166666666667,9,Electronics,East,5,2,4,1,1996.66,1428.0,1611.12,1511.0,1357.42,1418.0,1655.0666666666666,0.022921159608374507,10,4,-0.8660254037844386,0.5000000000000001,0,3,1,0
2022-11-01,S001,P0004,1850.9,1733,1165,51.594166666666666,52.285,6.666666666666667,303.0,7,Furniture,West,4,4,2,2,1776.41,1081.0,1996.66,1428.0,1611.12,1511.0,1794.7300000000002,-0.013212839883969214,11,4,-0.5000000000000004,0.8660254037844384,0,3,2,3
2022-12-01,S001,P0004,944.1,864,1029,54.93666666666667,55.07666666666668,4.166666666666667,250.25,6,Groceries,North,2,4,4,2,1850.9,1165.0,1776.41,1081.0,1996.66,1428.0,1874.6566666666668,-0.002541911275192424,12,4,-2.4492935982947064e-16,1.0,0,3,3,1
2023-01-01,S001,P0004,1890.81,1826,1074,47.70583333333334,47.8475,10.0,282.0833333333333,8,Clothing,North,1,2,6,3,944.1,1029.0,1850.9,1165.0,1776.41,1081.0,1523.8033333333335,-0.00296079558318948,1,1,0.49999999999999994,0.8660254037844387,0,3,0,1
2023-02-01,S001,P0004,1025.06,1018,979,61.115,61.49416666666667,10.0,195.25,9,Clothing,North,3,2,5,2,1890.81,1074.0,944.1,1029.0,1850.9,1165.0,1561.9366666666665,-0.006165896494247475,2,1,0.8660254037844386,0.5000000000000001,0,3,0,1
2023-03-01,S001,P0004,1639.26,1561,1473,50.15583333333333,49.7725,10.0,262.25,5,Furniture,North,2,5,2,3,1025.06,979.0,1890.81,1074.0,944.1,1029.0,1286.6566666666665,0.007701709444639626,3,1,1.0,6.123233995736766e-17,0,3,2,1
2023-04-01,S001,P0004,1498.46,1425,973,64.12416666666667,65.6725,12.083333333333334,188.0,9,Furniture,North,3,3,2,4,1639.26,1473.0,1025.06,979.0,1890.81,1074.0,1518.3766666666668,-0.02357658583628356,4,2,0.8660254037844387,-0.4999999999999998,0,3,2,1
2023-05-01,S001,P0004,2545.45,2498,1091,53.57666666666668,54.915,8.333333333333334,306.5,5,Groceries,West,2,2,3,5,1498.46,973.0,1639.26,1473.0,1025.06,979.0,1387.5933333333332,-0.024370997602354855,5,2,0.49999999999999994,-0.8660254037844387,0,3,3,3
2023-06-01,S001,P0004,1906.05,1858,1388,52.97583333333333,52.29749999999999,9.583333333333334,255.16666666666663,7,Clothing,East,4,1,5,2,2545.45,1091.0,1498.46,973.0,1639.26,1473.0,1894.39,0.01297066462705358,6,2,1.2246467991473532e-16,-1.0,0,3,0,0
2023-07-01,S001,P0004,1925.55,1842,1072,53.42250000000001,53.25333333333333,10.833333333333334,309.0,5,Toys,West,2,3,4,3,1906.05,1388.0,2545.45,1091.0,1498.46,973.0,1983.3199999999997,0.00317663995994009,7,3,-0.4999999999999997,-0.8660254037844388,0,3,4,3
2023-08-01,S001,P0004,1307.98,1241,1243,43.51499999999999,43.1775,7.916666666666667,253.66666666666663,5,Furniture,South,4,0,3,5,1925.55,1072.0,1906.05,1388.0,2545.45,1091.0,2125.683333333333,0.007816571130797093,8,3,-0.8660254037844385,-0.5000000000000004,0,3,2,2
2023-09-01,S001,P0004,2390.74,2364,1150,53.36083333333334,53.2575,6.25,312.3333333333333,8,Toys,North,4,2,3,3,1307.98,1243.0,1925.55,1072.0,1906.05,1388.0,1713.1933333333334,0.0019402588054891578,9,3,-1.0,-1.8369701987210297e-16,0,3,4,1
2023-10-01,S001,P0004,2148.89,2071,1534,66.59916666666668,65.20333333333333,5.416666666666667,248.33333333333331,7,Furniture,South,4,2,3,3,2390.74,1150.0,1307.98,1243.0,1925.55,1072.0,1874.7566666666662,0.021407392260109546,10,4,-0.8660254037844386,0.5000000000000001,0,3,2,2
2023-11-01,S001,P0004,1962.18,1944,1416,60.67333333333334,60.990833333333335,11.25,292.5,6,Toys,West,2,5,2,3,2148.89,1534.0,2390.74,1150.0,1307.98,1243.0,1949.203333333333,-0.0052057003101558235,11,4,-0.5000000000000004,0.8660254037844384,0,3,4,3
2023-12-01,S001,P0004,1987.84,1917,1461,63.458333333333336,63.72083333333333,10.0,282.25,6,Clothing,South,2,4,4,2,1962.18,1416.0,2148.89,1534.0,2390.74,1150.0,2167.27,-0.004119531811940036,12,4,-2.4492935982947064e-16,1.0,0,3,0,2
2024-01-01,S001,P0004,192.43,182,152,86.37,82.98,0.0,338.0,1,Groceries,West,1,0,0,0,1987.84,1461.0,1962.18,1416.0,2148.89,1534.0,2032.97,0.0408532176428055,1,1,0.49999999999999994,0.8660254037844387,0,3,3,3
2022-04-01,S001,P0005,999.95,889,1342,56.48416666666666,56.6525,10.833333333333334,220.83333333333331,3,Electronics,East,0,3,6,3,1795.02,1416.0,1480.41,1185.0,1294.03,1374.0,1523.1533333333334,-0.002971331068061315,4,2,0.8660254037844387,-0.4999999999999998,0,4,1,0
2022-05-01,S001,P0005,2366.86,2248,1035,42.97916666666666,43.37583333333333,9.583333333333334,294.5833333333333,6,Furniture,West,3,5,3,1,999.95,1342.0,1795.02,1416.0,1480.41,1185.0,1425.1266666666668,-0.009144877139728544,5,2,0.49999999999999994,-0.8660254037844387,0,4,2,3
2022-06-01,S001,P0005,1713.45,1723,1205,48.15833333333333,46.91166666666666,8.75,241.33333333333331,5,Groceries,East,1,6,2,3,2366.86,1035.0,999.95,1342.0,1795.02,1416.0,1720.61,0.02657476818133378,6,2,1.2246467991473532e-16,-1.0,0,4,3,0
2022-07-01,S001,P0005,1660.1799999999998,1609,1344,55.98333333333333,56.87916666666666,10.416666666666666,272.75,7,Clothing,West,4,3,4,1,1713.45,1205.0,2366.86,1035.0,999.95,1342.0,1693.42,-0.015749761922203544,7,3,-0.4999999999999997,-0.8660254037844388,0,4,0,3
